"","food.web","interaction","consumer","resource","mass","Genus","Family","Order","Class","Phylum","Kingdom","sp"
"927",39,1,757,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"928",43,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"929",47,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"930",40,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"931",44,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"932",36,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"933",26,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"934",45,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"935",48,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"936",8,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"937",46,1,1513,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"938",28,1,1516,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"939",28,1,1517,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"940",40,1,1517,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"941",8,1,1517,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"942",47,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"943",39,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"944",45,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"945",36,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"946",37,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"947",14,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"948",44,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"949",46,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"950",48,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"951",28,1,1526,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"952",47,1,1530,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"953",46,1,1530,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"954",46,1,1532,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"955",47,1,1532,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"956",8,1,1533,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"957",8,1,1536,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"958",43,1,1541,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"959",8,1,761,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"960",47,1,1546,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"961",45,1,762,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"962",44,1,762,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"963",41,1,1556,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"964",45,1,1556,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"965",43,1,1556,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"966",37,1,1556,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"967",41,1,1557,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"968",36,1,1560,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"969",43,1,1563,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"970",43,1,1564,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"971",45,1,1565,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"972",46,1,1565,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"973",36,1,1565,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"974",47,1,1565,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"975",39,1,1565,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"976",47,1,1569,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"977",46,1,1569,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"978",47,1,1570,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"979",40,1,1573,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"980",39,1,1573,773,3.631715105,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes aterrimus (juv)"
"981",24,1,765,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"982",48,1,811,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"983",33,1,811,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"984",21,1,811,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"985",37,1,811,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"986",40,1,811,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"987",37,1,823,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"988",40,1,823,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"989",16,1,823,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"990",21,1,825,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"991",16,1,825,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"992",24,1,825,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"993",30,1,825,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"994",21,1,829,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"995",30,1,831,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"996",40,1,833,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"997",21,1,833,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"998",16,1,833,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"999",24,1,833,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1000",33,1,833,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1001",30,1,833,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1002",48,1,834,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1003",40,1,834,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1004",21,1,837,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1005",16,1,837,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1006",16,1,838,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1007",33,1,840,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1008",21,1,840,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1009",33,1,841,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1010",16,1,841,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1011",40,1,841,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1012",24,1,841,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1013",48,1,841,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1014",30,1,841,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1015",16,1,842,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1016",48,1,842,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1017",21,1,842,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1018",40,1,843,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1019",48,1,843,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1020",21,1,843,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1021",24,1,843,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1022",33,1,844,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1023",30,1,846,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1024",48,1,846,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1025",24,1,846,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1026",48,1,847,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1027",16,1,847,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1028",21,1,847,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1029",24,1,847,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1030",30,1,847,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1031",40,1,847,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1032",16,1,1127,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1033",48,1,1128,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1034",37,1,1176,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1035",48,1,1176,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1036",48,1,1178,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1037",48,1,1179,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1038",40,1,1182,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1039",40,1,1183,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1040",40,1,1184,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1041",33,1,1224,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1042",21,1,722,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1043",33,1,1225,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1044",16,1,723,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1045",24,1,723,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1046",40,1,1238,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1047",21,1,1238,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1048",30,1,1238,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1049",16,1,1247,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1050",16,1,1254,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1051",21,1,729,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1052",21,1,730,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1053",30,1,730,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1054",24,1,730,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1055",21,1,731,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1056",40,1,731,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1057",30,1,731,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1058",24,1,734,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1059",21,1,734,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1060",40,1,1353,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1061",48,1,1353,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1062",30,1,1354,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1063",21,1,1354,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1064",30,1,1355,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1065",16,1,1357,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1066",40,1,1357,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1067",30,1,1357,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1068",24,1,1357,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1069",24,1,1358,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1070",21,1,1358,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1071",16,1,1358,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1072",33,1,1362,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1073",37,1,1362,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1074",30,1,1368,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1075",16,1,1368,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1076",16,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1077",30,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1078",24,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1079",40,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1080",48,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1081",21,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1082",33,1,738,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1083",24,1,739,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1084",30,1,739,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1085",16,1,739,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1086",21,1,739,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1087",37,1,1384,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1088",40,1,1384,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1089",30,1,1384,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1090",48,1,1384,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1091",21,1,1384,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1092",24,1,1384,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1093",30,1,740,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1094",21,1,740,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1095",21,1,741,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1096",16,1,1397,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1097",33,1,742,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1098",40,1,742,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1099",21,1,742,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1100",16,1,742,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1101",24,1,742,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1102",48,1,1401,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1103",16,1,743,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1104",24,1,744,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1105",16,1,744,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1106",21,1,744,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1107",30,1,744,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1108",16,1,747,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1109",30,1,747,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1110",21,1,747,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1111",16,1,748,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1112",30,1,748,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1113",40,1,1451,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1114",24,1,1451,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1115",24,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1116",33,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1117",16,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1118",40,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1119",21,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1120",37,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1121",48,1,1458,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1122",24,1,1462,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1123",33,1,1493,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1124",48,1,1499,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1125",48,1,757,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
"1126",24,1,1513,774,1.333964254,"Agriotes","Elateridae","Coleoptera","Insecta","Arthropoda","Animalia","Agriotes sp. (juv)"
