"","node_id","original_name","node_level","network_id","taxonomy_id","created_at","updated_at","taxonomy","taxonomy.id","taxonomy.name","taxonomy.ncbi","taxonomy.tsn","taxonomy.eol","taxonomy.bold","taxonomy.gbif","taxonomy.col","taxonomy.rank","taxonomy.created_at","taxonomy.updated_at"
"173",33200,"Cryptachaea riparia","taxon",5013,8457,"2019-03-29T14:42:27.582Z","2019-03-29T14:42:27.582Z",NA,8457,"Cryptachaea riparia",1738615,854271,28913397,722012,4550814,"d06c5632a3401a06d80d61dcbc8a80cf","species","2019-03-28T20:28:24.446Z","2019-06-14T15:29:30.046Z"
"174",33201,"Enoplognatha ovata","taxon",5013,8458,"2019-03-29T14:42:27.612Z","2019-03-29T14:42:27.612Z",NA,8458,"Enoplognatha ovata",81834,855833,1187291,9319,2158077,"8415ed2952c0b4194d120f00af0876af","species","2019-03-28T20:28:24.515Z","2019-06-14T15:29:30.095Z"
"175",33202,"Enoplognatha thoracica","taxon",5013,8459,"2019-03-29T14:42:27.642Z","2019-03-29T14:42:27.642Z",NA,8459,"Enoplognatha thoracica",1906996,855849,1187304,293600,2158075,"7b2e86738641c99829b8397d7ba7859a","species","2019-03-28T20:28:24.599Z","2019-06-14T15:29:30.146Z"
"176",33203,"Robertus arundineti","taxon",5013,8460,"2019-03-29T14:42:27.670Z","2019-03-29T14:42:27.670Z",NA,8460,"Robertus arundineti",1926217,866184,1187658,274379,2155881,"f611ecdcdbe4a924fb42740c3d0fea7d","species","2019-03-28T20:28:24.680Z","2019-06-14T15:29:30.195Z"
"177",33204,"Robertus lividus","taxon",5013,8461,"2019-03-29T14:42:27.724Z","2019-03-29T14:42:27.724Z",NA,8461,"Robertus lividus",280433,866203,1187677,106735,2155895,"90c879eb8b03805f2c8db102284957ae","species","2019-03-28T20:28:24.757Z","2019-06-14T15:29:30.248Z"
"178",33205,"Robertus neglectus","taxon",5013,8462,"2019-03-29T14:42:27.774Z","2019-03-29T14:42:27.774Z",NA,8462,"Robertus neglectus",233479,866210,1187683,29769,2155886,"fc923b7c8a2b1605831e331097bdc9e6","species","2019-03-28T20:28:24.840Z","2019-06-14T15:29:30.298Z"
"179",33206,"Phylloneta impressa","taxon",5013,8463,"2019-03-29T14:42:27.825Z","2019-03-29T14:42:27.825Z",NA,8463,"Phylloneta impressa",1405156,865292,27397667,376597,6718007,"6e966afb092cd404317378ca0b43bb3b","species","2019-03-28T20:28:24.934Z","2019-06-14T15:29:30.345Z"
"180",33207,"Ozyptila claveata","taxon",5013,8464,"2019-03-29T14:42:27.863Z","2019-03-29T14:42:27.863Z",NA,8464,"Heriaeus hirtus",1871963,881057,1208841,496262,2167203,"1066854ed900f34d17c1f46fbe15ec27","species","2019-03-28T20:28:25.012Z","2019-06-14T15:29:30.402Z"
"181",33208,"Ozyptila simplex","taxon",5013,8465,"2019-03-29T14:42:27.896Z","2019-03-29T14:42:27.896Z",NA,8465,"Ozyptila simplex",2567126,885688,1209280,264523,2166751,"f98808e418eb394724e0859f3141940e","species","2019-03-28T20:28:25.114Z","2019-06-14T15:29:30.458Z"
"182",33209,"Xysticus acerbus","taxon",5013,8466,"2019-03-29T14:42:27.943Z","2019-03-29T14:42:27.943Z",NA,8466,"Xysticus acerbus",187487,892022,1210119,397583,2165222,"10c143773f3fe7f8880458e5bc6f1a7e","species","2019-03-28T20:28:25.199Z","2019-06-14T15:29:30.512Z"
"183",33210,"Xysticus cristatus","taxon",5013,8467,"2019-03-29T14:42:27.992Z","2019-03-29T14:42:27.992Z",NA,8467,"Xysticus cristatus",948055,892108,1210199,309835,2165052,"6eee2bcf84ad2a6c437ebc14050c1375","species","2019-03-28T20:28:25.290Z","2019-06-14T15:29:30.570Z"
"184",33211,"Xysticus kochi","taxon",5013,8468,"2019-03-29T14:42:28.037Z","2019-03-29T14:42:28.037Z",NA,8468,"Synema globosum",1112488,889758,1209621,350332,5171516,"246f16ab580b85e948161e806f0aa56e","species","2019-03-28T20:28:25.384Z","2019-06-14T15:29:30.622Z"
"185",33212,"Zora spinimana","taxon",5013,8469,"2019-03-29T14:42:28.082Z","2019-03-29T14:42:28.082Z",NA,8469,"Zora spinimana",1872024,893224,1207053,286948,2161221,"e8f40198bc348c164257edab62082ee4","species","2019-03-28T20:28:25.469Z","2019-06-14T15:29:30.710Z"
"186",33213,"Hahnia nava","taxon",5013,8470,"2019-03-29T14:42:28.128Z","2019-03-29T14:42:28.128Z",NA,8470,"Hahnia nava",1907007,880514,1200810,351687,5168728,"807464dc68c518941822ae7fde13b736","species","2019-03-28T20:28:25.546Z","2019-06-14T15:29:30.763Z"
"187",33214,"Araeoncus humilis","taxon",5013,8471,"2019-03-29T14:42:28.173Z","2019-03-29T14:42:28.173Z",NA,8471,"Araeoncus humilis",1676140,851204,1189096,397597,2134131,"3b7b2422eba28fc1a7534dd17e29405e","species","2019-03-28T20:28:25.625Z","2019-06-14T15:29:30.812Z"
"188",33215,"Asthenargus paganus","taxon",5013,8472,"2019-03-29T14:42:28.217Z","2019-03-29T14:42:28.217Z",NA,8472,"Asthenargus paganus",NA,852528,1189183,660957,2137594,"d89b2156b9a28972644cc47a729913f0","species","2019-03-28T20:28:25.712Z","2019-06-14T15:29:30.862Z"
"189",33216,"Bathyphantes gracilis","taxon",5013,8473,"2019-03-29T14:42:28.259Z","2019-03-29T14:42:28.259Z",NA,8473,"Bathyphantes gracilis",81839,852776,1189227,303673,2134068,"7028f537f3ceeb63806823309ab85b76","species","2019-03-28T20:28:25.793Z","2019-06-14T15:29:30.912Z"
"190",33217,"Diplocephalus latifrons","taxon",5013,8474,"2019-03-29T14:42:28.305Z","2019-03-29T14:42:28.305Z",NA,8474,"Diplocephalus latifrons",1871945,854904,1189689,210726,2137859,"9cfa94435b257dca0576abf1f6648058","species","2019-03-28T20:28:25.873Z","2019-06-14T15:29:30.962Z"
"191",33218,"Erigonella hiemalis","taxon",5013,8475,"2019-03-29T14:42:28.358Z","2019-03-29T14:42:28.358Z",NA,8475,"Erigonella hiemalis",1926178,856143,1190135,390570,2137539,"b43a97403c35f7f5f74cabab50cb58a4","species","2019-03-28T20:28:25.956Z","2019-06-14T15:29:31.014Z"
"192",33219,"Meioneta affinis","taxon",5013,8476,"2019-03-29T14:42:28.401Z","2019-03-29T14:42:28.401Z",NA,8476,"Meioneta affinis",NA,860775,52449947,NA,2136513,NA,NA,"2019-03-28T20:28:26.032Z","2019-06-14T15:29:31.069Z"
"193",33220,"Micrargus subaequalis","taxon",5013,8477,"2019-03-29T14:42:28.445Z","2019-03-29T14:42:28.445Z",NA,8477,"Micrargus subaequalis",1926198,861510,1191343,414195,2135276,"47b7c6e9f5d888eb13bc80776586608c","species","2019-03-28T20:28:26.112Z","2019-06-14T15:29:31.122Z"
"194",33221,"Byrrhus pilula","taxon",5013,8478,"2019-03-29T14:42:28.491Z","2019-03-29T14:42:28.491Z",NA,8478,"Byrrhus pilula",174916,728039,1024086,167227,4427965,"e2acc64a51671b8ebd022402f6c68e24","species","2019-03-28T20:28:26.185Z","2019-06-14T15:29:31.182Z"
"195",33222,"Lamprobyrrhulus nitidus","taxon",5013,8479,"2019-03-29T14:42:28.537Z","2019-03-29T14:42:28.537Z",NA,8479,"Lamprobyrrhulus nitidus",1553831,NA,3484685,318338,4427895,NA,NA,"2019-03-28T20:28:26.264Z","2019-06-14T15:29:31.231Z"
"196",33223,"Cantharis lateralis","taxon",5013,8480,"2019-03-29T14:42:28.578Z","2019-03-29T14:42:28.578Z",NA,8480,"Cantharis lateralis",877886,NA,52391882,312643,5743947,NA,NA,"2019-03-28T20:28:26.369Z","2019-06-14T15:29:31.279Z"
"197",33224,"Cantharis rufa","taxon",5013,8481,"2019-03-29T14:42:28.621Z","2019-03-29T14:42:28.621Z",NA,8481,"Cantharis rufa",350087,834440,3034348,167121,4308856,NA,NA,"2019-03-28T20:28:26.433Z","2019-06-14T13:33:24.542Z"
"198",33226,"Acupalpus meridianus","taxon",5013,8483,"2019-03-29T14:42:28.714Z","2019-03-29T14:42:28.714Z",NA,8483,"Acupalpus meridianus",346687,111107,1036916,167587,1037633,"3607dcbb68197b491f9ad7aece706797","species","2019-03-28T20:28:26.583Z","2019-06-14T15:29:31.379Z"
"199",33228,"Amara aenea","taxon",5013,8485,"2019-03-29T14:42:28.822Z","2019-03-29T14:42:28.822Z",NA,8485,"Amara aenea",585988,110907,1023415,307005,1035185,"e7e53fbc08be057b3d72900ccabab1a2","species","2019-03-28T20:28:26.750Z","2019-06-14T15:29:31.431Z"
"200",33229,"Amara bifrons","taxon",5013,8486,"2019-03-29T14:42:28.864Z","2019-03-29T14:42:28.864Z",NA,8486,"Amara bifrons",767457,110882,1017528,318177,1035208,"66148a925f6fc2acc219f5c0cdec66ca","species","2019-03-28T20:28:26.836Z","2019-06-14T15:29:31.481Z"
"201",33230,"Amara communis","taxon",5013,8487,"2019-03-29T14:42:28.909Z","2019-03-29T14:42:28.909Z",NA,8487,"Amara communis",877769,932365,3466374,459299,4472849,"4e6e8bf02a3a7c22c5498542043ce986","species","2019-03-28T20:28:26.905Z","2019-06-14T15:29:31.529Z"
"202",33231,"Amara consularis","taxon",5013,8488,"2019-03-29T14:42:28.954Z","2019-03-29T14:42:28.954Z",NA,8488,"Amara consularis",1553051,NA,3466380,312691,4473127,"219f48e67bc9d177ed1105177a552259","species","2019-03-28T20:28:27.006Z","2019-06-14T15:29:31.579Z"
"203",33232,"Amara convexior","taxon",5013,8489,"2019-03-29T14:42:28.996Z","2019-03-29T14:42:28.996Z",NA,8489,"Amara convexior",877770,NA,3466376,373917,4472897,"bd124985f9c86db016ce42af5e910f77","species","2019-03-28T20:28:27.098Z","2019-06-14T15:29:31.644Z"
"204",33233,"Amara eurynota","taxon",5013,8490,"2019-03-29T14:42:29.047Z","2019-03-29T14:42:29.047Z",NA,8490,"Amara eurynota",877771,932366,3466381,379040,4472858,"04474b87c90e01893cd074e11afa5391","species","2019-03-28T20:28:27.171Z","2019-06-14T15:29:31.695Z"
"205",33234,"Amara familiaris","taxon",5013,8491,"2019-03-29T14:42:29.092Z","2019-03-29T14:42:29.092Z",NA,8491,"Amara familiaris",1553055,110906,1037024,282659,1035195,"35f1e615eb63c336c9c5156b32c54005","species","2019-03-28T20:28:27.244Z","2019-06-14T15:29:31.747Z"
"206",33235,"Amara lunicollis","taxon",5013,8492,"2019-03-29T14:42:29.143Z","2019-03-29T14:42:29.143Z",NA,8492,"Amara lunicollis",877772,110897,1037015,282660,1035167,"247b8bce10ff96a4591959435e17d05f","species","2019-03-28T20:28:27.345Z","2019-06-14T15:29:31.799Z"
"207",33236,"Amara montivaga","taxon",5013,8493,"2019-03-29T14:42:29.183Z","2019-03-29T14:42:29.183Z",NA,8493,"Amara montivaga",877773,NA,3466372,373918,4472906,"90da495b4c96e69c99bc4d0109646da5","species","2019-03-28T20:28:27.439Z","2019-06-14T15:29:32.098Z"
"208",33237,"Amara nitida","taxon",5013,8494,"2019-03-29T14:42:29.226Z","2019-03-29T14:42:29.226Z",NA,8494,"Amara nitida",1586991,NA,3466384,494839,8396839,"00e47d56cb22f3f862d9b3666d52d3b1","species","2019-03-28T20:28:27.512Z","2019-06-14T15:29:32.182Z"
"209",33238,"Amara ovata","taxon",5013,8495,"2019-03-29T14:42:29.267Z","2019-03-29T14:42:29.267Z",NA,8495,"Amara ovata",346692,932372,3466371,167543,8563753,"d872706e42cf1d1d6567f3c7d1a80021","species","2019-03-28T20:28:27.605Z","2019-06-14T15:29:32.238Z"
"210",33239,"Amara plebeja","taxon",5013,8496,"2019-03-29T14:42:29.316Z","2019-03-29T14:42:29.316Z",NA,8496,"Amara plebeja",877774,NA,3466361,282661,4472828,"c83304a6115b9017ddf9d6106a9c0d1c","species","2019-03-28T20:28:27.679Z","2019-06-14T15:29:32.287Z"
"211",33240,"Amara quenseli","taxon",5013,8497,"2019-03-29T14:42:29.357Z","2019-03-29T14:42:29.357Z",NA,8497,"Amara quenseli",795045,110879,1017529,195894,1035239,"0f5087599b3c31bdecb152bde9542240","species","2019-03-28T20:28:27.753Z","2019-06-14T15:29:32.338Z"
"212",33241,"Amara similata","taxon",5013,8498,"2019-03-29T14:42:29.395Z","2019-03-29T14:42:29.395Z",NA,8498,"Amara similata",272013,NA,2942581,167641,4472913,"1b5145904db6437dbaa03dfff8896046","species","2019-03-28T20:28:27.818Z","2019-06-14T15:29:32.389Z"
"213",33242,"Anchomenus dorsalis","taxon",5013,8499,"2019-03-29T14:42:29.447Z","2019-03-29T14:42:29.447Z",NA,8499,"Anchomenus dorsalis",586010,NA,2869121,226198,5754974,"72b440c33558fffddac2909da584b59b","species","2019-03-28T20:28:27.892Z","2019-06-14T15:29:32.439Z"
"214",33243,"Anisodactylus binotatus","taxon",5013,8500,"2019-03-29T14:42:29.479Z","2019-03-29T14:42:29.479Z",NA,8500,"Anisodactylus binotatus",247341,111153,1036698,171487,1036917,"a4f5cf512a65e02fa1345252ae47e9f1","species","2019-03-28T20:28:27.960Z","2019-06-14T15:29:32.489Z"
"215",33244,"Asaphidion flavipes","taxon",5013,8501,"2019-03-29T14:42:29.529Z","2019-03-29T14:42:29.529Z",NA,8501,"Asaphidion flavipes",877788,109785,1035808,496125,1036796,"1478a288c730d3fbf1bb395b64ca5fd2","species","2019-03-28T20:28:28.039Z","2019-06-14T15:29:32.598Z"
"216",33245,"Asaphidion pallipes","taxon",5013,8502,"2019-03-29T14:42:29.603Z","2019-03-29T14:42:29.603Z",NA,8502,"Asaphidion pallipes",1553093,NA,3470713,282665,4478695,"a2e50f1604b4bc074f52a522b78e3a2d","species","2019-03-28T20:28:28.126Z","2019-06-14T15:29:32.713Z"
"217",33246,"Badister bullatus","taxon",5013,8503,"2019-03-29T14:42:29.660Z","2019-03-29T14:42:29.660Z",NA,8503,"Badister bullatus",346737,NA,3121118,167868,5756018,"51bb2903b7876db844ced9170e94c1f3","species","2019-03-28T20:28:28.201Z","2019-06-14T15:29:32.780Z"
"218",33247,"Bembidion lampros","taxon",5013,8504,"2019-03-29T14:42:29.706Z","2019-03-29T14:42:29.706Z",NA,8504,"Bembidion lampros",795070,109819,1036850,312690,1036216,"8de3e14dcb0deb9f9ea160f472573df0","species","2019-03-28T20:28:28.277Z","2019-06-14T15:29:32.831Z"
"219",33248,"Bembidion obtusum","taxon",5013,8505,"2019-03-29T14:42:29.752Z","2019-03-29T14:42:29.752Z",NA,8505,"Bembidion obtusum",346744,109821,1036852,167940,1036192,"3d21d8c211224c80b21faa8ed2533f95","species","2019-03-28T20:28:28.356Z","2019-06-14T15:29:32.881Z"
"220",33249,"Bembidion properans","taxon",5013,8506,"2019-03-29T14:42:29.799Z","2019-03-29T14:42:29.799Z",NA,8506,"Bembidion properans",795072,109820,1036851,317895,1036203,"e799812e896f74f50c7a34841920fe21","species","2019-03-28T20:28:28.438Z","2019-06-14T15:29:32.930Z"
"221",33250,"Bembidion quadrimaculatum","taxon",5013,8507,"2019-03-29T14:42:29.848Z","2019-03-29T14:42:29.848Z",NA,8507,"Bembidion quadrimaculatum",346745,109964,892195,124886,1036128,"edb2e3e01857cd963a46b1c0439f6c3e","species","2019-03-28T20:28:28.504Z","2019-06-14T15:29:33.014Z"
"222",33251,"Brachinus explodens","taxon",5013,8508,"2019-03-29T14:42:29.893Z","2019-03-29T14:42:29.893Z",NA,8508,"Brachinus explodens",1587108,NA,3468459,310364,4474922,"fbab9947792f42ed16137d28ee3b4a3a","species","2019-03-28T20:28:28.571Z","2019-06-14T15:29:33.063Z"
"223",33252,"Calathus erratus","taxon",5013,8509,"2019-03-29T14:42:29.971Z","2019-03-29T14:42:29.971Z",NA,8509,"Calathus erratus",412107,NA,3463852,169411,5755296,"bc282393e166d794cb166f16ce629016","species","2019-03-28T20:28:28.646Z","2019-06-14T15:29:33.121Z"
"224",33253,"Calathus melanocephalus","taxon",5013,8510,"2019-03-29T14:42:30.018Z","2019-03-29T14:42:30.018Z",NA,8510,"Calathus melanocephalus",127479,110840,1003073,173634,4988354,"348df7edd715a6aad1381a2b1c0e168a","species","2019-03-28T20:28:28.724Z","2019-06-14T15:29:33.173Z"
"225",33254,"Harpalus affinis","taxon",5013,8511,"2019-03-29T14:42:30.059Z","2019-03-29T14:42:30.059Z",NA,8511,"Harpalus affinis",247283,111222,1035237,171417,9750962,"52a5a7399b6fd02e8cef856eff31e88f","species","2019-03-28T20:28:28.793Z","2019-06-14T15:29:33.223Z"
"226",33255,"Harpalus distinguendus","taxon",5013,8512,"2019-03-29T14:42:30.101Z","2019-03-29T14:42:30.101Z",NA,8512,"Harpalus distinguendus",247290,NA,3461858,171418,5873223,"6ce03335e7b479681fc8e225c1de3cb8","species","2019-03-28T20:28:28.913Z","2019-06-14T15:29:33.273Z"
"227",33256,"Harpalus griseus","taxon",5013,8513,"2019-03-29T14:42:30.142Z","2019-03-29T14:42:30.142Z",NA,8513,"Harpalus griseus",247441,NA,29373116,282687,6097919,"ce255a8b22f09c7deef4140aa1ea7f8d","species","2019-03-28T20:28:28.995Z","2019-06-14T15:29:33.322Z"
"228",33257,"Harpalus latus","taxon",5013,8514,"2019-03-29T14:42:30.187Z","2019-03-29T14:42:30.187Z",NA,8514,"Harpalus latus",247293,NA,3461846,167544,5755339,"5375fd73d184335a2a5b08198cfb73df","species","2019-03-28T20:28:29.038Z","2019-06-14T15:29:33.371Z"
"229",33258,"Harpalus rubripes","taxon",5013,8515,"2019-03-29T14:42:30.233Z","2019-03-29T14:42:30.233Z",NA,8515,"Harpalus rubripes",247297,932440,3461848,171412,5873218,"8c63ce1d4467657a61f514b3b35d61dc","species","2019-03-28T20:28:29.085Z","2019-06-14T15:29:33.421Z"
"230",33259,"Leistus ferrugineus","taxon",5013,8516,"2019-03-29T14:42:30.308Z","2019-03-29T14:42:30.308Z",NA,8516,"Leistus ferrugineus",878055,931790,2941825,282688,4473860,"24d04aef635b4643fa9574be5a636485","species","2019-03-28T20:28:29.221Z","2019-06-14T15:29:33.472Z"
"231",33260,"Limodromus assimilis","taxon",5013,8517,"2019-03-29T14:42:30.362Z","2019-03-29T14:42:30.362Z",NA,8517,"Platynus assimilis",795062,NA,3464491,312210,8137203,"d9a6c12e54b3ea6dcd79022add76632e","species","2019-03-28T20:28:29.294Z","2019-06-14T15:29:33.521Z"
"232",33261,"Loricera pilicornis","taxon",5013,8518,"2019-03-29T14:42:30.415Z","2019-03-29T14:42:30.415Z",NA,8518,"Loricera pilicornis",60819,109551,974355,195910,1035290,"d115fb841c50f718aec7dd6a66daa38b","species","2019-03-28T20:28:29.370Z","2019-06-14T15:29:33.573Z"
"233",33262,"Microlestes maurus","taxon",5013,8519,"2019-03-29T14:42:30.461Z","2019-03-29T14:42:30.461Z",NA,8519,"Microlestes maurus",346804,NA,3121107,167653,5873271,"be3f18b9c4c86dff9e589994590ce939","species","2019-03-28T20:28:29.439Z","2019-06-14T15:29:33.621Z"
"234",33263,"Microlestes minutulus","taxon",5013,8520,"2019-03-29T14:42:30.505Z","2019-03-29T14:42:30.505Z",NA,8520,"Microlestes minutulus",878146,NA,3470515,371298,6097852,"b4e0791facf24adab805ea3bb7783c2c","species","2019-03-28T20:28:29.511Z","2019-06-14T15:29:33.671Z"
"235",33264,"Notiophilus aestuans","taxon",5013,8521,"2019-03-29T14:42:30.556Z","2019-03-29T14:42:30.556Z",NA,8521,"Notiophilus aestuans",1553587,NA,52448370,494824,6097898,"5d56a242b28ab7a608785b743bdefcb2","species","2019-03-28T20:28:29.581Z","2019-06-14T15:29:33.733Z"
"236",33265,"Notiophilus palustris","taxon",5013,8522,"2019-03-29T14:42:30.598Z","2019-03-29T14:42:30.598Z",NA,8522,"Notiophilus palustris",1553589,931817,52211441,282696,8264200,"0b3d73ee2364cc9c3b6303e3918ff0ca","species","2019-03-28T20:28:29.666Z","2019-06-14T15:29:33.788Z"
"237",33266,"Ophonus azureus","taxon",5013,8523,"2019-03-29T14:42:30.653Z","2019-03-29T14:42:30.653Z",NA,8523,"Ophonus azureus",247416,NA,3474790,171399,4475213,"d58a20efafc47f97271bd687b5811fc0","species","2019-03-28T20:28:29.732Z","2019-06-14T15:29:33.839Z"
"238",33267,"Ophonus laticollis","taxon",5013,8524,"2019-03-29T14:42:30.699Z","2019-03-29T14:42:30.699Z",NA,8524,"Ophonus laticollis",878178,NA,3474793,282700,4475157,"664fdafb054d11fecde19bb98cd396cd","species","2019-03-28T20:28:29.805Z","2019-06-14T15:29:33.896Z"
"239",33268,"Ophonus puncticeps","taxon",5013,8525,"2019-03-29T14:42:30.744Z","2019-03-29T14:42:30.744Z",NA,8525,"Ophonus puncticeps",1588303,932426,3474791,330151,4475179,"c4c43eb9aefb3b335fe19d163d895cb0","species","2019-03-28T20:28:29.880Z","2019-06-14T15:29:33.948Z"
"240",33270,"Ophonus schaubergerianus","taxon",5013,8527,"2019-03-29T14:42:30.834Z","2019-03-29T14:42:30.834Z",NA,8527,"Ophonus schaubergerianus",247424,NA,3474822,171397,4475128,"6ff1e40edb6986571f2b57a75bac48f0","species","2019-03-28T20:28:30.035Z","2019-06-14T15:29:33.997Z"
"241",33271,"Poecilus cupreus","taxon",5013,8528,"2019-03-29T14:42:30.888Z","2019-03-29T14:42:30.888Z",NA,8528,"Poecilus cupreus",270614,NA,2868597,25697,5753697,"123f3b0202a6c091bad10e0c8f166ebf","species","2019-03-28T20:28:30.110Z","2019-06-14T15:29:34.046Z"
"242",33272,"Poecilus versicolor","taxon",5013,8529,"2019-03-29T14:42:30.927Z","2019-03-29T14:42:30.927Z",NA,8529,"Poecilus versicolor",293750,NA,3474437,82103,5753720,"b764ccd4eb5133fa64d0696d36dbfbe8","species","2019-03-28T20:28:30.192Z","2019-06-14T15:29:34.099Z"
"243",33273,"Pterostichus minor","taxon",5013,8530,"2019-03-29T14:42:30.976Z","2019-03-29T14:42:30.976Z",NA,8530,"Pterostichus minor",346836,NA,3462459,167689,7840196,"cc71dbdc64ae86e57ffafc2fa411aa66","species","2019-03-28T20:28:30.281Z","2019-06-14T15:29:34.161Z"
"244",33274,"Pterostichus strenuus","taxon",5013,8531,"2019-03-29T14:42:31.019Z","2019-03-29T14:42:31.019Z",NA,8531,"Pterostichus strenuus",484362,110536,312668,309313,7508714,"f433a9f2c6b5ac919874bbe7165b36b9","species","2019-03-28T20:28:30.364Z","2019-06-14T15:29:34.213Z"
"245",33275,"Pterostichus vernalis","taxon",5013,8532,"2019-03-29T14:42:31.065Z","2019-03-29T14:42:31.065Z",NA,8532,"Pterostichus vernalis",878440,110534,312782,282714,7975487,"1fba556668780dcb5adc10e889cc6bff","species","2019-03-28T20:28:30.441Z","2019-06-14T15:29:34.274Z"
"246",33276,"Stomis pumicatus","taxon",5013,8533,"2019-03-29T14:42:31.122Z","2019-03-29T14:42:31.122Z",NA,8533,"Stomis pumicatus",347466,932256,2868593,167691,4473297,"d5b08e27fada938240edc994f3fc0e41","species","2019-03-28T20:28:30.524Z","2019-06-14T15:29:34.333Z"
"247",33277,"Syntomus truncatellus","taxon",5013,8534,"2019-03-29T14:42:31.168Z","2019-03-29T14:42:31.168Z",NA,8534,"Syntomus truncatellus",879010,NA,3474882,383460,4479870,"98031a5f9f62b3a3b5d34f4356c989b8","species","2019-03-28T20:28:30.622Z","2019-06-14T15:29:34.389Z"
"248",33278,"Synuchus vivalis","taxon",5013,8535,"2019-03-29T14:42:31.218Z","2019-03-29T14:42:31.218Z",NA,8535,"Synuchus vivalis",586002,NA,2868603,347332,4474653,"73e548cb8694ba165bf4af4f5de5f3dd","species","2019-03-28T20:28:30.708Z","2019-06-14T15:29:34.439Z"
"249",33279,"Trechus quadristriatus","taxon",5013,8536,"2019-03-29T14:42:31.265Z","2019-03-29T14:42:31.265Z",NA,8536,"Trechus quadristriatus",372538,932052,2869464,168918,4476667,"f7fce5ee9864e872f11c0cfb955d3ed5","species","2019-03-28T20:28:30.781Z","2019-06-14T15:29:34.489Z"
"250",33280,"Phyllotreta nigripes","taxon",5013,8537,"2019-03-29T14:42:31.331Z","2019-03-29T14:42:31.331Z",NA,8537,"Phyllotreta nigripes",346828,NA,3286748,167773,4462304,NA,NA,"2019-03-28T20:28:30.853Z","2019-06-14T15:29:34.541Z"
"251",33281,"Platynaspis luteorubra","taxon",5013,8538,"2019-03-29T14:42:31.381Z","2019-03-29T14:42:31.381Z",NA,8538,"Platynaspis luteorubra",115359,NA,3216402,396013,4452301,NA,NA,"2019-03-28T20:28:30.933Z","2019-06-14T15:29:34.598Z"
"252",33282,"Propylea quatuordecimpunctata","taxon",5013,8539,"2019-03-29T14:42:31.418Z","2019-03-29T14:42:31.418Z",NA,8539,"Propylaea quatuordecimpunctata",558720,692579,1175184,489716,1043572,"0eb385aa1591c39aff09858be14df016","species","2019-03-28T20:28:31.008Z","2019-06-14T15:29:34.647Z"
"253",33283,"Barypeithes pellucidus","taxon",5013,8540,"2019-03-29T14:42:31.452Z","2019-03-29T14:42:31.452Z",NA,8540,"Exomias pellucidus",397350,617594,698859,899702,1232526,"4233b2a692524195d950f22273b06859","species","2019-03-28T20:28:31.088Z","2019-06-14T15:29:34.702Z"
"254",33284,"Barypeithes trichopterus","taxon",5013,8541,"2019-03-29T14:42:31.485Z","2019-03-29T14:42:31.485Z",NA,8541,"Exomias trichopterus",703592,NA,400318,733108,1232529,"c0d122ea8f5a367183ceaa092f3e6d02","species","2019-03-28T20:28:31.168Z","2019-06-14T15:29:34.756Z"
"255",33285,"Liophloeus tessulatus","taxon",5013,8542,"2019-03-29T14:42:31.529Z","2019-03-29T14:42:31.529Z",NA,8542,"Liophloeus tessulatus",202024,618286,843478,312171,1184505,"88c0cb7a8abf0217775e16d6479de196","species","2019-03-28T20:28:31.242Z","2019-06-14T15:29:34.806Z"
"256",33286,"Otiorhynchus ligustici","taxon",5013,8543,"2019-03-29T14:42:31.581Z","2019-03-29T14:42:31.581Z",NA,8543,"Otiorhynchus ligustici",703594,618631,528491,359268,1195039,"a9ed3aeedf23d63c520e715d34b1126f","species","2019-03-28T20:28:31.320Z","2019-06-14T15:29:34.856Z"
"257",33287,"Otiorhynchus raucus","taxon",5013,8544,"2019-03-29T14:42:31.627Z","2019-03-29T14:42:31.627Z",NA,8544,"Otiorhynchus raucus",202100,618636,692274,17950,1194901,"3f2e206bafc2da70f7a6785fdd3ae424","species","2019-03-28T20:28:31.425Z","2019-06-14T15:29:34.905Z"
"258",33288,"Phyllobius betulinus","taxon",5013,8545,"2019-03-29T14:42:31.673Z","2019-03-29T14:42:31.673Z",NA,8545,"Phyllobius betulinus",1588374,NA,674564,312185,5022646,"96cb8becc2ca6f15d1bdeb483210f94b","species","2019-03-28T20:28:31.505Z","2019-06-14T15:29:34.956Z"
"259",33289,"Phyllobius roboretanus","taxon",5013,8546,"2019-03-29T14:42:31.731Z","2019-03-29T14:42:31.731Z",NA,8546,"Phyllobius roboretanus",878367,NA,691429,312184,5022659,"42ae3d2724da86d30b8eb8bda157ec71","species","2019-03-28T20:28:31.576Z","2019-06-14T15:29:35.008Z"
"260",33290,"Phyllobius viridicollis","taxon",5013,8547,"2019-03-29T14:42:31.778Z","2019-03-29T14:42:31.778Z",NA,8547,"Phyllobius viridicollis",1342087,NA,880528,286672,5022454,"b72c4d978ede7678bc667b2b9a89f0d3","species","2019-03-28T20:28:31.662Z","2019-06-14T15:29:35.081Z"
"261",33291,"Sitona hispidulus","taxon",5013,8548,"2019-03-29T14:42:31.831Z","2019-03-29T14:42:31.831Z",NA,8548,"Sitona hispidulus",122857,617257,541558,312329,1181241,"0eda74db193569bcae14be57aa8251c8","species","2019-03-28T20:28:31.742Z","2019-06-14T15:29:35.130Z"
