Class,Family,Order,Group,Collection_Method,Plant,Date_Collected,Island,Site,Working_Name,Species_Name,Stage,Sex,Length_mm,Width_mm,Height_mm,Shape,Pi,Volume_mm3,Volume_ml,Mass_g,Mass_mg,Total_Mass_mg,Difference_Mass_Wieght,Femur.length.mm,Femur.width.mm,Femur.height.mm,Tibia.length.mm,Tibia.width.mm,Tibia.height.mm,Scale_Weight_mg,Scale,Box.Number,Column,Row,Notes,Measurer,Femur_Vol_mm3,Femur_Vol_ml,Femur_Mass_g,Femur_Mass_mg,Tibia_Vol_mm3,Tibia_Vol_ml,Tibia_Mass_g,Tibia_Mass_mg
Insecta,,Blattodea,Blattodea,Fogging,PF,7-Sep-16,Cooper,PF2,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9.7,4.2,2,Rectangular_Prism,3.141592,81.48,0.08148,0.089628,89.628,89.628,-124,,,,,,,40,big scale,3,M,9,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.8,4.5,0.3,Rectangular_Prism,3.141592,13.23,0.01323,0.014553,14.553,14.553,36,,,,,,,22.705,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.9,4.3,1.3,Rectangular_Prism,3.141592,55.341,0.055341,0.0608751,60.8751,60.8751,-12,,,,,,,54.3,Micro,1,H,1,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10,4.8,1.4,Rectangular_Prism,3.141592,67.2,0.0672,0.07392,73.92,73.92,-75,,,,,,,42.3,Micro,1,O,6,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10,4,2,Rectangular_Prism,3.141592,80,0.08,0.088,88,88,-165,,,,,,,33.15,Micro,2,A,4,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.2,4,0.3,Rectangular_Prism,3.141592,12.24,0.01224,0.013464,13.464,13.464,47,,,,,,,25.374,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.2,5.2,1.5,Rectangular_Prism,3.141592,79.56,0.07956,0.087516,87.516,87.516,-179,,,,,,,31.346,Micro,3,I,8,,AP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.3,4.1,0.3,Rectangular_Prism,3.141592,12.669,0.012669,0.0139359,13.9359,13.9359,47,,,,,,,26.433,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.3,3.9,0.45,Rectangular_Prism,3.141592,18.0765,0.0180765,0.01988415,19.88415,19.88415,27,,,,,,,27.251,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10.3,4,2,Rectangular_Prism,3.141592,82.4,0.0824,0.09064,90.64,90.64,-114,,,,,,,42.26,Micro,4,D,4,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10.5,4.7,2.6,Rectangular_Prism,3.141592,128.31,0.12831,0.141141,141.141,141.141,-164,,,,,,,53.4,Micro,4,B,5,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10.5,4.2,1.1,Rectangular_Prism,3.141592,48.51,0.04851,0.053361,53.361,53.361,-16,,,,,,,45.96,Micro,2,C,4,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11,6,3,Rectangular_Prism,3.141592,198,0.198,0.2178,217.8,217.8,-385,,,,,,,44.867,Micro,3,I,8,,AP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.1,4,0.3,Rectangular_Prism,3.141592,13.32,0.01332,0.014652,14.652,14.652,30,,,,,,,20.994,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.3,4.7,0.3,Rectangular_Prism,3.141592,15.933,0.015933,0.0175263,17.5263,17.5263,34,,,,,,,26.509,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.4,4.9,0.35,Rectangular_Prism,3.141592,19.551,0.019551,0.0215061,21.5061,21.5061,10,,,,,,,23.807,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.4,4.5,0.3,Rectangular_Prism,3.141592,15.39,0.01539,0.016929,16.929,16.929,44,,,,,,,30.211,Micro,2,F,2,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,11.5,4,2.5,Rectangular_Prism,3.141592,115,0.115,0.1265,126.5,126.5,-257,,,,,,,35.42,Micro,3,B,1,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.2,0.8,0.2,Rectangular_Prism,3.141592,0.192,0.000192,0.0002112,0.2112,0.2112,-118,,,,,,,0.097,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.5,0.8,0.2,Rectangular_Prism,3.141592,0.24,0.00024,0.000264,0.264,0.264,-5,,,,,,,0.252,Micro,3,M,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.7,1,0.1,Rectangular_Prism,3.141592,0.17,0.00017,0.000187,0.187,0.187,-4,,,,,,,0.18,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.9,1,0.1,Rectangular_Prism,3.141592,0.19,0.00019,0.000209,0.209,0.209,16,,,,,,,0.25,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2,0.8,0.1,Rectangular_Prism,3.141592,0.16,0.00016,0.000176,0.176,0.176,-22,,,,,,,0.144,Micro,1,H,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2,1,0.1,Rectangular_Prism,3.141592,0.2,0.0002,0.00022,0.22,0.22,-36,,,,,,,0.162,Micro,1,H,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2,1.5,0.1,Rectangular_Prism,3.141592,0.3,0.0003,0.00033,0.33,0.33,-16,,,,,,,0.285,Micro,1,J,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.1,1.2,0.2,Rectangular_Prism,3.141592,0.504,0.000504,0.0005544,0.5544,0.5544,-19,,,,,,,0.465,Micro,1,H,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.1,1.8,0.4,Rectangular_Prism,3.141592,1.512,0.001512,0.0016632,1.6632,1.6632,-330,,,,,,,0.387,Micro,4,F,8,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.4,1.2,0.2,Rectangular_Prism,3.141592,0.576,0.000576,0.0006336,0.6336,0.6336,35,,,,,,,0.974,Micro,1,H,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.7,1.9,0.5,Rectangular_Prism,3.141592,2.565,0.002565,0.0028215,2.8215,2.8215,-285,,,,,,,0.7331,Micro,4,D,1,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.8,1.4,0.2,Rectangular_Prism,3.141592,0.784,0.000784,0.0008624,0.8624,0.8624,-45,,,,,,,0.596,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.9,1,0.2,Rectangular_Prism,3.141592,0.58,0.00058,0.000638,0.638,0.638,52,,,,,,,1.321,Micro,3,M,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.5,0.2,Rectangular_Prism,3.141592,0.9,0.0009,0.00099,0.99,0.99,8,,,,,,,1.071,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.7,0.4,Rectangular_Prism,3.141592,2.04,0.00204,0.002244,2.244,2.244,-129,,,,,,,0.981,Micro,3,L,9,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.9,0.25,Rectangular_Prism,3.141592,1.425,0.001425,0.0015675,1.5675,1.5675,#DIV/0!,,,,,,,,Micro,3,L,8,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.8,0.6,Rectangular_Prism,3.141592,3.24,0.00324,0.003564,3.564,3.564,-238,,,,,,,1.0551,Micro,4,K,6,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.8,0.5,Rectangular_Prism,3.141592,2.7,0.0027,0.00297,2.97,2.97,-151,,,,,,,1.1837,Micro,3,P,2,"changed height measurement, suspected to be error",RY,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,Cocos,15-Sep-16,Paradise,Cocos 2,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.2,1.6,0.4,Rectangular_Prism,3.141592,2.048,0.002048,0.0022528,2.2528,2.2528,#DIV/0!,,,,,,,,,3,C,1,,KP,will wait for micoscale,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.4,2,0.8,Rectangular_Prism,3.141592,5.44,0.00544,0.005984,5.984,5.984,-155,,,,,,,2.3466,Micro,3,P,2,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.4,1.9,0.6,Rectangular_Prism,3.141592,3.876,0.003876,0.0042636,4.2636,4.2636,-161,,,,,,,1.6329,Micro,4,I,2,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,BC,Litter,22-Aug-16,Eastern,PF3,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.4,2.2,0.3,Rectangular_Prism,3.141592,2.244,0.002244,0.0024684,2.4684,2.4684,#DIV/0!,,,,,,,,,4,O,9,,KP,will wait for micoscale,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.5,1.4,0.2,Rectangular_Prism,3.141592,0.98,0.00098,0.001078,1.078,1.078,27,,,,,,,1.474,Micro,3,M,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,4-Sep-16,Cocos,CN5,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.5,1.6,0.6,Rectangular_Prism,3.141592,3.36,0.00336,0.003696,3.696,3.696,#DIV/0!,,,,,,,,,6,C,3,will wait for micoscale,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.6,1.9,0.2,Rectangular_Prism,3.141592,1.368,0.001368,0.0015048,1.5048,1.5048,24,,,,,,,1.97,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.8,1.8,0.2,Rectangular_Prism,3.141592,1.368,0.001368,0.0015048,1.5048,1.5048,-54,,,,,,,0.974,Micro,1,L,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.9,2.5,0.9,Rectangular_Prism,3.141592,8.775,0.008775,0.0096525,9.6525,9.6525,-228,,,,,,,2.9451,Micro,3,P,2,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.9,2.9,0.7,Rectangular_Prism,3.141592,7.917,0.007917,0.0087087,8.7087,8.7087,-252,,,,,,,2.4747,Micro,4,F,8,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4,1.4,0.2,Rectangular_Prism,3.141592,1.12,0.00112,0.001232,1.232,1.232,15,,,,,,,1.447,Micro,3,P,8,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.1,1.8,0.2,Rectangular_Prism,3.141592,1.476,0.001476,0.0016236,1.6236,1.6236,49,,,,,,,3.17,Micro,1,J,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.2,1.9,0.2,Rectangular_Prism,3.141592,1.596,0.001596,0.0017556,1.7556,1.7556,48,,,,,,,3.407,Micro,3,L,9,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.2,1.4,0.3,Rectangular_Prism,3.141592,1.764,0.001764,0.0019404,1.9404,1.9404,-114,,,,,,,0.905,Micro,3,A,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.3,2.2,0.2,Rectangular_Prism,3.141592,1.892,0.001892,0.0020812,2.0812,2.0812,53,,,,,,,4.386,Micro,1,J,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.3,1.7,0.3,Rectangular_Prism,3.141592,2.193,0.002193,0.0024123,2.4123,2.4123,-18,,,,,,,2.04,Micro,3,C,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.4,2.5,0.2,Rectangular_Prism,3.141592,2.2,0.0022,0.00242,2.42,2.42,54,,,,,,,5.211,Micro,1,H,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.5,2,0.2,Rectangular_Prism,3.141592,1.8,0.0018,0.00198,1.98,1.98,59,,,,,,,4.878,Micro,1,J,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.6,1.7,0.2,Rectangular_Prism,3.141592,1.564,0.001564,0.0017204,1.7204,1.7204,-53,,,,,,,1.122,Micro,4,D,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.8,2,0.2,Rectangular_Prism,3.141592,1.92,0.00192,0.002112,2.112,2.112,44,,,,,,,3.805,Micro,3,M,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.9,2,0.2,Rectangular_Prism,3.141592,1.96,0.00196,0.002156,2.156,2.156,60,,,,,,,5.411,Micro,1,J,6,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.9,3,0.6,Rectangular_Prism,3.141592,8.82,0.00882,0.009702,9.702,9.702,-123,,,,,,,4.3577,Micro,4,C,1,"changed height measurement, suspected to be error",RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5,2.1,0.2,Rectangular_Prism,3.141592,2.1,0.0021,0.00231,2.31,2.31,64,,,,,,,6.413,Micro,3,K,7,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5,3,0.5,Rectangular_Prism,3.141592,7.5,0.0075,0.00825,8.25,8.25,-123,,,,,,,3.704,Micro,1,H,6,"changed height measurement, suspected to be error",KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5.1,2.9,0.4,Rectangular_Prism,3.141592,5.916,0.005916,0.0065076,6.5076,6.5076,-13,,,,,,,5.7716,Micro,4,L,5,"changed height measurement, suspected to be error",RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5.2,2,0.4,Rectangular_Prism,3.141592,4.16,0.00416,0.004576,4.576,4.576,-38,,,,,,,3.313,Micro,3,A,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5.5,2.4,0.3,Rectangular_Prism,3.141592,3.96,0.00396,0.004356,4.356,4.356,-32,,,,,,,3.291,Micro,3,C,1,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,6,2,1,Rectangular_Prism,3.141592,12,0.012,0.0132,13.2,13.2,-231,,,,,,,3.99,Micro,1,K,1,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,28-Sep-16,Cooper,CN1 Fog,Balta.notulata.adult,Onchostylus_notulatus,Instars_III_IV_V,,6,2.1,0.6,Rectangular_Prism,3.141592,7.56,0.00756,0.008316,8.316,8.316,#DIV/0!,,,,,,,,,1,D,1,will wait for micoscale,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,26-Sep-16,Kaula,CN5,Periplaneta.americana.0-2mm,Periplaneta_americana,Instars_I_II,,1.7,0.7,0.3,Ellipsoid,3.141592,0.186924724,0.000186925,0.000205617,0.205617196,0.205617196,#DIV/0!,,,,,,,,,5,O,4,not sure if actually americana,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,Pisonia,10-Sep-16,Cooper,Pisonia 1,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,2.5,0.5,0.3,Ellipsoid,3.141592,0.1963495,0.00019635,0.000215984,0.21598445,0.21598445,#DIV/0!,,,,,,,,,5,P,9,skinny megamareta?,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,TA,28-Sep-16,Cooper,TA3,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,2.5,0.7,0.3,Ellipsoid,3.141592,0.2748893,0.000274889,0.000302378,0.30237823,0.30237823,#DIV/0!,,,,,,,,,6,B,1,skinny megamareta?,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,Pisonia,10-Sep-16,Cooper,Pisonia 1,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,2.7,1.1,0.2,Ellipsoid,3.141592,0.311017608,0.000311018,0.000342119,0.342119369,0.342119369,#DIV/0!,,,,,,,,,5,P,9,not sure if actually americana,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,15-Sep-16,Paradise,CN3,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,3.1,1.5,0.6,Ellipsoid,3.141592,1.46084028,0.00146084,0.001606924,1.606924308,1.606924308,#DIV/0!,,,,,,,,,6,C,8,not sure if actually americana,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,26-Aug-16,Whippoorwill,CN5,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,3.5,2,0.5,Ellipsoid,3.141592,1.832595333,0.001832595,0.002015855,2.015854867,2.015854867,#DIV/0!,,,,,,,,,5,K,5,not sure if actually americana- darker than avergae megamareta,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,15-Sep-16,Paradise,CN3,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,3.5,1.7,0.8,Ellipsoid,3.141592,2.492329653,0.00249233,0.002741563,2.741562619,2.741562619,#DIV/0!,,,,,,,,,6,C,8,not sure if actually americana,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,PF,27-Aug-16,Eastern,PF @ PG2,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,3.6,1.6,0.5,Ellipsoid,3.141592,1.50796416,0.001507964,0.001658761,1.658760576,1.658760576,#DIV/0!,,,,,,,,,1,E,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,PF,27-Aug-16,Eastern,PF @ PG2,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,3.7,2,0.5,Ellipsoid,3.141592,1.937315067,0.001937315,0.002131047,2.131046573,2.131046573,#DIV/0!,,,,,,,,,1,E,3,,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,3.9,1.5,0.5,Ellipsoid,3.141592,1.5315261,0.001531526,0.001684679,1.68467871,1.68467871,36,,,,,,,2.625,,1,O,1,correctly identified,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.4-6mm,Periplaneta_americana,Instars_I_II,,4,2,0.4,Ellipsoid,3.141592,1.675515733,0.001675516,0.001843067,1.843067307,1.843067307,17,,,,,,,2.23,,1,I,3,correctly identified,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.4-6mm,Periplaneta_americana,Instars_I_II,,4,1.7,0.3,Ellipsoid,3.141592,1.06814128,0.001068141,0.001174955,1.174955408,1.174955408,46,,,,,,,2.16,,1,I,3,correctly identified,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,Fogging,CN,15-Sep-16,Paradise,CN3,Periplaneta.americana.4-6mm,Periplaneta_americana,Instars_I_II,,4.8,2.5,1,Ellipsoid,3.141592,6.283184,0.006283184,0.006911502,6.9115024,6.9115024,#DIV/0!,,,,,,,,,6,C,8,not sure if actually americana,KP,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.8mm,Periplaneta_americana,Instars_III_IV_V,,8.1,5.2,2.6,Ellipsoid,3.141592,57.34033718,0.057340337,0.063074371,63.0743709,63.0743709,-52,,,,,,,41.5,METTLER AJ100,1,C,8,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.16-18mm,Periplaneta_americana,Instars_III_IV_V,,14,12,4,Ellipsoid,3.141592,351.858304,0.351858304,0.387044134,387.0441344,387.0441344,-43,,,,,,,270.7,,2,A,8,change size class,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.16-18mm,Periplaneta_americana,Instars_III_IV_V,,15,5.5,3,Ellipsoid,3.141592,129.59067,0.12959067,0.142549737,142.549737,142.549737,-17,,,,,,,122.14,,2,C,1,mis-ID Pycnoscelus indicus moved to mis-ID box,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.16-18mm,Periplaneta_americana,Instars_III_IV_V,,17,6,4,Ellipsoid,3.141592,213.628256,0.213628256,0.234991082,234.9910816,234.9910816,-79,,,,,,,131.25,,2,C,1,mis-ID Pycnoscelus indicus moved to mis-ID box,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.20mm,Periplaneta_americana,Instars_III_IV_V,,17,11,5,Ellipsoid,3.141592,489.5647533,0.489564753,0.538521229,538.5212287,538.5212287,4,,,,,,,563,,2,C,6,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.Adult,Periplaneta_americana,Instars_III_IV_V,,17.2,7.9,4.8,Ellipsoid,3.141592,341.5036168,0.341503617,0.375653978,375.6539784,375.6539784,12,,,,,,,428,METTLER AJ100,2,C,8,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.18mm,Periplaneta_americana,Instars_III_IV_V,,18,10,3.5,Ellipsoid,3.141592,329.86716,0.32986716,0.362853876,362.853876,362.853876,8,,,,,,,394,,2,C,8,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.16-18mm,Periplaneta_americana,Instars_III_IV_V,,19,8,4,Ellipsoid,3.141592,318.3479893,0.318347989,0.350182788,350.1827883,350.1827883,4,,,,,,,366.4,,2,A,8,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.20mm,Periplaneta_americana,Instars_III_IV_V,,19,9,3,Ellipsoid,3.141592,268.606116,0.268606116,0.295466728,295.4667276,295.4667276,-18,,,,,,,251,,2,D,9,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.Adult,Periplaneta_americana,Instars_III_IV_V,,19.6,8.8,2.8,Ellipsoid,3.141592,252.8688345,0.252868834,0.278155718,278.1557179,278.1557179,14,,,,,,,324.1,METTLER AJ100,2,D,9,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.20mm,Periplaneta_americana,Instars_III_IV_V,,20,8.5,4.5,Ellipsoid,3.141592,400.55298,0.40055298,0.440608278,440.608278,440.608278,-23,,,,,,,358,,2,E,1,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.Adult,Periplaneta_americana,Instars_VI_VII,,21.4,8,4.7,Ellipsoid,3.141592,421.3084311,0.421308431,0.463439274,463.4392743,463.4392743,-13,,,,,,,410.3,METTLER AJ100,2,E,1,,RY,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.23mm,Periplaneta_americana,Instars_VI_VII,,23,10,5,Ellipsoid,3.141592,602.1384667,0.602138467,0.662352313,662.3523133,662.3523133,-59,,,,,,,416,,2,G,1,,IH,,,,,,,,
Insecta,,Blattodea,Blattodea,,,,,,Periplaneta.americana.Adult,Periplaneta_americana,Instars_VI_VII,,24.1,10.7,5.2,Ellipsoid,3.141592,702.1060185,0.702106019,0.77231662,772.3166204,772.3166204,-6,,,,,,,725.5,METTLER AJ100,2,G,1,,RY,,,,,,,,
