Spider no	Site	Date	Month	Identity	Sex	Age	Predation events	Pepred	Weight	Aqua	Terr	Chir	Aqu	Det	Pred	Herb	Leps	Cole	Hete	Coll	Anthomyidae	Bibionidae	Ceratopogonidae	Chironomidae	Chloropidae	Coelopidae	Culicidae	Dolichopodidae	Drosophilidae	Empididae	Ephydridae	Lonchopteridae	Muscidae	Opomyzidae	Phoridae	Scathophagidae	Scatopsidae	Sphaeroceridae	Collembola	Heteroptera	Coleoptera	Lepidoptera
Spindel_128	Rohalla	150505	5	Pardosa sp	f	subad	6	6	0.8	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_129	Rohalla	150505	5	Pardosa sp	m	subad	3	3	1.1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_130	Rohalla	150505	5	Pardosa sp	f	subad	3	3	1.4	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_131	Rohalla	150505	5	Pardosa sp	f	subad	7	7	1.6	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1
Spindel_132	Rohalla	150505	5	Pardosa sp	f	subad	3	3	0.9	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_133	Rohalla	150505	5	Pardosa sp	f	subad	6	6	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_134	Bodudden	150608	6	Pardosa agricola	f	ad	3	3	1.5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_135	Bodudden	150608	6	Pardosa agricola	m	ad	4	4	1.1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_136	Bodudden	150608	6	Pardosa agricola	m	ad	6	6	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
Spindel_137	Bodudden	150608	6	Pardosa sp	x	juv	5	3	0.4	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_138	Bodudden	150608	6	Pardosa prativaga	f	ad	6	6	1.2	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
Spindel_139	Bodudden	150608	6	Pardosa prativaga	m	ad	2	2	0.9	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Spindel_140	S om Byxelkrok	150608	6	Pardosa prativaga	m	ad	5	5	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_141	S om Byxelkrok	150608	6	Pardosa prativaga	f	ad	4	4	1.1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_142	S om Byxelkrok	150608	6	Pardosa prativaga	m	ad	3	3	0.9	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Spindel_143	S om Byxelkrok	150608	6	Pardosa prativaga	m	ad	1	1	0.8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_144	S om Byxelkrok	150608	6	Pardosa prativaga	m	ad	5	5	0.7	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Spindel_145	S om Byxelkrok	150608	6	Pardosa prativaga	f	ad	8	7	1.7	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Spindel_146	S om Byxelkrok	150608	6	Pardosa prativaga	m	ad	6	4	0.9	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Spindel_147	Rohalla	150608	6	Pardosa agricola	f	ad	4	3	1.6	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_148	Rohalla	150608	6	Pardosa agricola	f	ad	4	3	1.2	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Spindel_149	Rohalla	150608	6	Pardosa agricola	f	ad	3	3	1.5	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_150	Rohalla	150608	6	Pardosa agricola	m	ad	2	2	1.2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_151	Rohalla	150608	6	Pardosa agricola	f	ad	5	3	1.2	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_152	Rohalla	150608	6	Pardosa agricola	m	ad	2	0	0.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spindel_153	Rohalla	150608	6	Pardosa agricola	f	ad	1	0	1.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spindel_154	Rohalla	150608	6	Pardosa agricola	m	ad	3	3	1.3	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_155	Rohalla	150608	6	Pardosa agricola	f	ad	2	1	1.6	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spindel_156	Borga hage	150608	6	Pardosa prativaga	m	ad	2	2	0.8	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_157	Borga hage	150608	6	Pardosa prativaga	m	ad	3	2	0.8	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_158	Borga hage	150608	6	Pardosa prativaga	m	ad	3	2	0.8	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Spindel_159	Borga hage	150608	6	Pardosa agricola	m	ad	5	4	2	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_160	Borga hage	150608	6	Pardosa prativaga	f	ad	2	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_161	Borga hage	150608	6	Pardosa prativaga	f	ad	5	4	1.5	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Spindel_162	Borga hage	150608	6	Pardosa prativaga	m	ad	4	4	1.3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_163	Borga hage	150608	6	Pardosa prativaga	f	ad	3	3	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Spindel_164	Hogby fyr	150608	6	Pardosa agricola	m	ad	1	1	1.3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_165	Hogby fyr	150608	6	Pardosa agricola	f	ad	2	2	1.4	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_166	Hogby fyr	150608	6	Pardosa agricola	f	ad	7	6	1.4	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Spindel_167	Hogby fyr	150608	6	Pardosa agricola	f	ad	2	2	1.2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_168	Hogby fyr	150608	6	Pardosa agricola	f	ad	3	3	1.9	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_169	Hogby fyr	150608	6	Pardosa prativaga	f	ad	2	2	1.5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_170	Hogby fyr	150608	6	Pardosa agricola	f	ad	2	2	1.9	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_171	Hogby fyr	150608	6	Pardosa agricola	m	ad	1	1	1.1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_172	Hogby fyr	150608	6	Pardosa agricola	f	ad	2	2	1.4	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_173	Hogby fyr	150608	6	Pardosa agricola	m	ad	2	1	0.9	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_174	Fagerror	150608	6	Pardosa agricola	m	ad	4	4	1.2	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_175	Fagerror	150608	6	Pardosa sp	f	subad	2	2	1.1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_176	Fagerror	150608	6	Pardosa agricola	f	ad	7	7	1.4	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_177	Fagerror	150608	6	Pardosa sp	x	juv	6	6	0.7	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Spindel_178	Fagerror	150608	6	Pardosa agricola	f	ad	1	1	2.1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_179	Fagerror	150608	6	Pardosa agricola	m	ad	3	3	1.4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_180	Fagerror	150608	6	Pardosa agricola	m	ad	5	5	1.3	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_181	Fagerror	150608	6	Pardosa agricola	f	ad	1	1	1.8	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_182	Fagerror	150608	6	Pardosa agricola	m	ad	4	4	1.2	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_183	Fagerror	150608	6	Pardosa sp	f	subad	4	4	0.7	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_184	Fagerror	150608	6	Pardosa agricola	f	ad	1	1	2.8	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_185	Fagerror	150608	6	Pardosa agricola	m	ad	1	1	1.2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_186	Fagerror	150608	6	Pardosa agricola	m	ad	6	6	1.4	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Spindel_187	Fagerror	150608	6	Pardosa agricola	m	ad	4	4	1.1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_188	Fagerror	150608	6	Pardosa sp	f	subad	2	2	0.8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_189	Fagerror	150608	6	Pardosa agricola	f	ad	3	3	1.1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_190	ventlinge	150609	6	Pardosa agricola	f	ad	3	3	1.2	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_191	ventlinge	150609	6	Pardosa agricola	f	ad	3	3	2.7	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_192	ventlinge	150609	6	Pardosa agricola	f	ad	1	1	1.8	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_193	ventlinge	150609	6	Pardosa agricola	f	ad	3	3	3.1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_194	ventlinge	150609	6	Pardosa agricola	f	ad	1	1	2.8	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_195	ventlinge	150609	6	Pardosa agricola	f	ad	3	3	1.7	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_196	Fagerror	150709	7	Pardosa agricola	f	ad	2	2	1.7	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_197	ventlinge	150609	6	Pardosa agricola	f	ad	1	1	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_198	Fagerror	150709	7	Pardosa agricola	f	ad	3	3	1.6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_199	ventlinge	150609	6	Pardosa agricola	m	ad	2	1	1.1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_200	ventlinge	150609	6	Pardosa agricola	m	ad	5	5	1.3	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_201	ventlinge	150609	6	Pardosa sp	x	juv	3	3	0.7	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_202	Skarlov	150609	6	Pardosa agricola	f	ad	3	3	1.3	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_203	Skarlov	150609	6	Pardosa agricola	f	ad	1	0	1.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_204	Skarlov	150609	6	Pardosa agricola	f	ad	6	5	1.8	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_205	Skarlov	150609	6	Pardosa agricola	m	ad	4	3	1.1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_206	Skarlov	150609	6	Pardosa prativaga	f	ad	6	5	1.6	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
Spindel_207	Skarlov	150609	6	Pardosa agricola	f	ad	4	3	1.2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_208	Skarlov	150609	6	Pardosa agricola	f	ad	4	3	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Spindel_209	Skarlov	150609	6	Pardosa agricola	f	ad	1	1	1.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_210	Skarlov	150609	6	Pardosa agricola	f	ad	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_211	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	3	3	0.7	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_212	S om Byxelkrok	150709	7	Pardosa sp	f	subad	5	5	0.5	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_213	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	1	1	1.2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Spindel_214	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	8	7	0.6	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
Spindel_215	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	3	2	1.9	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Spindel_216	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	3	3	1.8	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_217	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	10	9	1.6	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1
Spindel_218	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	7	7	2.5	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Spindel_219	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	3	3	1.6	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Spindel_220	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	9	8	2.4	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Spindel_221	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	6	6	1.3	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Spindel_222	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	12	10	1.5	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1
Spindel_223	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	3	3	1.1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_224	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	3	3	1.5	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Spindel_225	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	4	3	1.6	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Spindel_226	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	7	5	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Spindel_227	S om Byxelkrok	150709	7	Pardosa prativaga	f	ad	2	1	0.6	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_228	Skarlov	150711	7	Pardosa agricola	f	ad	7	5	2.7	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_229	Skarlov	150711	7	Pardosa prativaga	f	ad	3	1	1.8	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_230	Skarlov	150711	7	Pardosa prativaga	f	ad	3	3	0.9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_231	Skarlov	150711	7	Pardosa prativaga	f	ad	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_232	Skarlov	150711	7	Pardosa prativaga	f	ad	3	2	1.1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_233	Skarlov	150711	7	Pardosa agricola	f	ad	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_234	Skarlov	150711	7	Pardosa prativaga	f	ad	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_235	Skarlov	150711	7	Pardosa prativaga	f	ad	1	0	1.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_236	Skarlov	150711	7	Pardosa prativaga	f	ad	3	2	1.5	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_237	Skarlov	150711	7	Pardosa prativaga	f	ad	4	4	1.4	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_238	Skarlov	150711	7	Pardosa prativaga	f	ad	3	1	1.4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_239	Skarlov	150711	7	Pardosa prativaga	f	ad	6	1	2.3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_240	Skarlov	150711	7	Pardosa prativaga	f	ad	1	0	0.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_241	Skarlov	150711	7	Pardosa prativaga	f	ad	4	2	1.1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_242	Skarlov	150711	7	Pardosa prativaga	f	ad	4	2	1.3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_243	Skarlov	150711	7	Pardosa prativaga	f	ad	5	3	1.9	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_244	Skarlov	150711	7	Pardosa prativaga	f	ad	2	2	0.9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_245	Borga hage	150712	7	Pardosa prativaga	f	ad	17	15	1.1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1
Spindel_246	Borga hage	150712	7	Pardosa prativaga	f	ad	7	6	1.1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_247	Borga hage	150712	7	Pardosa agricola	f	ad	1	1	1.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_248	Borga hage	150712	7	Pardosa sp	f	subad	9	9	0.7	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1
Spindel_249	Borga hage	150712	7	Pardosa sp	f	subad	2	2	0.7	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_250	Borga hage	150712	7	Pardosa prativaga	f	ad	5	4	1.2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_251	Borga hage	150712	7	Pardosa prativaga	f	ad	4	3	1.3	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Spindel_252	Rohalla	150712	7	Pardosa agricola	f	ad	1	1	1.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_253	Rohalla	150712	7	Pardosa agricola	f	ad	4	3	1.2	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_254	Rohalla	150712	7	Pardosa agricola	f	ad	2	2	1.4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_255	Rohalla	150712	7	Pardosa agricola	f	ad	2	2	1.1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
